COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,PREV_REGISTERED TO TEST_MATH,PREV_NOT TESTED ** (See Below)_MATH,PREV_VALID SCORES_MATH,PREV_MEAN SCALE SCORE_MATH,PREV_L1 PERCENT_MATH,PREV_L2 PERCENT_MATH,PREV_L3 PERCENT_MATH,PREV_L4 PERCENT_MATH,PREV_L5 PERCENT_MATH,GRADE,PREV_REGISTERED TO TEST_LA,PREV_NOT TESTED ** (See Below)_LA,PREV_VALID SCORES_LA,PREV_MEAN SCALE SCORE_LA,PREV_L1 PERCENT_LA,PREV_L2 PERCENT_LA,PREV_L3 PERCENT_LA,PREV_L4 PERCENT_LA,PREV_L5 PERCENT_LA
27,MORRIS,3450,MOUNT OLIVE TWP,10.0,MOUNT OLIVE HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,295,81,214,731,11.2,30.8,33.6,22.9,1.4,10 and Algebra II,356,98,258,710,45.7,22.9,16.3,12.8,2.3
27,MORRIS,3450,MOUNT OLIVE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,295,81,214,731,11.2,30.8,33.6,22.9,1.4,10 and Algebra II,356,98,258,710,45.7,22.9,16.3,12.8,2.3
27,MORRIS,3460,MOUNTAIN LAKES BORO,50.0,MOUNTAIN LAKES HIGH SCHOOL,J,TOTAL,ALL STUDENTS,161,12,149,738,19.5,23.5,14.1,40.3,2.7,10 and Algebra II,182,11,171,773,3.5,11.1,16.4,32.7,36.3
27,MORRIS,3460,MOUNTAIN LAKES BORO,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,161,12,149,738,19.5,23.5,14.1,40.3,2.7,10 and Algebra II,182,11,171,773,3.5,11.1,16.4,32.7,36.3
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,50.0,PARSIPPANY HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,211,21,190,751,9.5,14.7,23.2,45.3,7.4,10 and Algebra II,237,22,215,766,8.4,8.8,18.1,36.3,28.4
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,475,109,366,745,15,15.6,22.1,40.4,6.8,10 and Algebra II,497,83,414,759,12.6,9.9,17.6,37,22.9
27,MORRIS,4080,PEQUANNOCK TWP,50.0,PEQUANNOCK TOWNSHIP HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,169,736,14.8,25.4,26,31.4,2.4,10 and Algebra II,*,*,174,756,12.6,14.9,16.1,33.9,22.4
27,MORRIS,4080,PEQUANNOCK TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,169,736,14.8,25.4,26,31.4,2.4,10 and Algebra II,*,*,175,756,12.6,14.9,16.6,33.7,22.3
27,MORRIS,4330,RANDOLPH TWP,50.0,RANDOLPH HIGH SCHOOL,I,TOTAL,ALL STUDENTS,333,190,143,739,16.8,18.9,20.3,41.3,2.8,10 and Algebra II,372,201,171,746,17,14.6,21.1,29.8,17.5
27,MORRIS,4330,RANDOLPH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,333,190,143,739,16.8,18.9,20.3,41.3,2.8,10 and Algebra II,373,202,171,746,17,14.6,21.1,29.8,17.5
27,MORRIS,4560,ROXBURY TWP,50.0,ROXBURY HIGH SCHOOL DISTRICT,GH,TOTAL,ALL STUDENTS,317,244,73,726,30.1,20.5,20.5,27.4,1.4,10 and Algebra II,327,179,148,718,37.8,23.6,19.6,14.2,4.7
27,MORRIS,4560,ROXBURY TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,317,244,73,726,30.1,20.5,20.5,27.4,1.4,10 and Algebra II,327,179,148,718,37.8,23.6,19.6,14.2,4.7
27,MORRIS,5660,WEST MORRIS REGIONAL,30.0,WEST MORRIS CENTRAL HIGH SCHOOL,I,TOTAL,ALL STUDENTS,307,42,265,741,15.8,14.3,19.6,49.4,.8,10 and Algebra II,341,24,317,761,10.4,9.5,17.7,38.2,24.3
27,MORRIS,5660,WEST MORRIS REGIONAL,50.0,WEST MORRIS MENDHAM HIGH SCHOOL,I,TOTAL,ALL STUDENTS,363,251,112,753,8.9,11.6,19.6,54.5,5.4,10 and Algebra II,351,239,112,778,7.1,6.3,6.3,43.8,36.6
27,MORRIS,5660,WEST MORRIS REGIONAL,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,670,293,377,745,13.8,13.5,19.6,50.9,2.1,10 and Algebra II,692,263,429,765,9.6,8.6,14.7,39.6,27.5
29,OCEAN,0185,BARNEGAT TWP,30.0,BARNEGAT HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,183,115,68,726,17.6,30.9,29.4,22.1,0,10 and Algebra II,232,101,131,742,14.5,18.3,28.2,29.8,9.2
29,OCEAN,0185,BARNEGAT TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,184,115,69,725,18.8,30.4,29,21.7,0,10 and Algebra II,232,101,131,742,14.5,18.3,28.2,29.8,9.2
29,OCEAN,0530,BRICK TWP,20.0,BRICK TOWNSHIP HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,174,109,65,718,24.6,41.5,18.5,15.4,0,10 and Algebra II,145,90,55,737,16.4,16.4,27.3,36.4,3.6
29,OCEAN,0530,BRICK TWP,25.0,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,193,177,16,707,31.3,43.8,18.8,6.3,0,10 and Algebra II,244,199,45,726,22.2,24.4,28.9,24.4,0
29,OCEAN,0530,BRICK TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,368,286,82,715,26.8,41.5,18.3,13.4,0,10 and Algebra II,390,290,100,732,19,20,28,31,2
29,OCEAN,0770,CENTRAL REGIONAL,30.0,CENTRAL REGIONAL HIGH SCHOOL,B,TOTAL,ALL STUDENTS,191,76,115,724,24.3,22.6,25.2,27.8,0,10 and Algebra II,333,117,216,703,48.1,19.9,21.3,10.2,.5
29,OCEAN,0770,CENTRAL REGIONAL,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,191,76,115,724,24.3,22.6,25.2,27.8,0,10 and Algebra II,333,117,216,703,48.1,19.9,21.3,10.2,.5
29,OCEAN,2360,JACKSON TWP,20.0,JACKSON MEMORIAL HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,240,78,162,717,32.7,27.8,18.5,21,0,10 and Algebra II,189,38,151,731,24.5,23.8,19.2,22.5,9.9
29,OCEAN,2360,JACKSON TWP,25.0,JACKSON LIBERTY HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,158,28,130,708,44.6,23.1,10,22.3,0,10 and Algebra II,213,52,161,719,36.6,16.8,23.6,20.5,2.5
29,OCEAN,2360,JACKSON TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,398,106,292,713,38,25.7,14.7,21.6,0,10 and Algebra II,404,90,314,724,30.9,20.4,21.3,21.3,6.1
29,OCEAN,2480,LACEY TWP,20.0,LACEY TOWNSHIP HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,317,142,175,706,48.6,21.1,17.7,12.6,0,10 and Algebra II,313,113,200,733,25,18.5,21.5,26.5,8.5
29,OCEAN,2480,LACEY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,317,142,175,706,48.6,21.1,17.7,12.6,0,10 and Algebra II,313,113,200,733,25,18.5,21.5,26.5,8.5
29,OCEAN,2520,LAKEWOOD TWP,50.0,LAKEWOOD HIGH SCHOOL,ND,TOTAL,ALL STUDENTS,225,40,185,703,44.3,34.6,18.4,2.7,0,10 and Algebra II,244,12,232,717,34.1,21.6,23.3,20.3,.9
29,OCEAN,2520,LAKEWOOD TWP,,DISTRICT WIDE,ND,TOTAL,ALL STUDENTS,225,40,185,703,44.3,34.6,18.4,2.7,0,10 and Algebra II,244,12,232,717,34.1,21.6,23.3,20.3,.9
29,OCEAN,2940,MANCHESTER TWP,40.0,MANCHESTER TOWNSHIP HIGH SCHOOL,B,TOTAL,ALL STUDENTS,142,55,87,706,44.8,35.6,11.5,8,0,10 and Algebra II,230,56,174,718,35.1,23,18.4,20.1,3.4
29,OCEAN,2940,MANCHESTER TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,143,55,88,705,45.5,35.2,11.4,8,0,10 and Algebra II,231,56,175,718,34.9,22.9,18.3,20,4
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,55.0,PERFORMING ARTS ACADEMY OF THE OCEAN COUNTY VOCATIONAL TECH,V,TOTAL,ALL STUDENTS,*,*,36,720,13.9,47.2,30.6,8.3,0,10 and Algebra II,*,*,56,747,8.9,19.6,21.4,42.9,7.1
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,*,*,36,720,13.9,47.2,30.6,8.3,0,10 and Algebra II,139,16,123,770,4.1,11.4,13,42.3,29.3
29,OCEAN,4105,PINELANDS REGIONAL,50.0,PINELANDS REGIONAL HIGH SCHOOL,B,TOTAL,ALL STUDENTS,185,31,154,701,46.1,31.8,17.5,4.5,0,10 and Algebra II,271,55,216,731,21.3,18.1,30.6,25.9,4.2
29,OCEAN,4105,PINELANDS REGIONAL,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,185,31,154,701,46.1,31.8,17.5,4.5,0,10 and Algebra II,271,55,216,731,21.3,18.1,30.6,25.9,4.2
29,OCEAN,4190,PLUMSTED TWP,10.0,NEW EGYPT HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,91,69,22,734,9.1,18.2,45.5,27.3,0,10 and Algebra II,133,78,55,722,36.4,16.4,21.8,20,5.5
29,OCEAN,4190,PLUMSTED TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,92,70,22,734,9.1,18.2,45.5,27.3,0,10 and Algebra II,133,78,55,722,36.4,16.4,21.8,20,5.5
29,OCEAN,4210,POINT PLEASANT BORO,30.0,POINT PLEASANT BOROUGH HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,162,29,133,716,27.1,33.8,24.8,14.3,0,10 and Algebra II,207,29,178,747,10.1,17.4,27.5,32.6,12.4
29,OCEAN,4210,POINT PLEASANT BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,162,29,133,716,27.1,33.8,24.8,14.3,0,10 and Algebra II,208,30,178,747,10.1,17.4,27.5,32.6,12.4
29,OCEAN,4220,POINT PLEASANT BEACH BORO,50.0,POINT PLEASANT BEACH HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,74,730,16.2,25.7,25.7,32.4,0,10 and Algebra II,*,*,80,766,7.5,6.3,23.8,37.5,25
29,OCEAN,4220,POINT PLEASANT BEACH BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,74,730,16.2,25.7,25.7,32.4,0,10 and Algebra II,*,*,80,766,7.5,6.3,23.8,37.5,25
29,OCEAN,4950,SOUTHERN REGIONAL,50.0,SOUTHERN REGIONAL HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,342,38,304,722,29.3,25.3,19.7,25,.7,10 and Algebra II,506,46,460,729,28.9,18.5,18.9,27,6.7
29,OCEAN,4950,SOUTHERN REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,342,38,304,722,29.3,25.3,19.7,25,.7,10 and Algebra II,506,46,460,729,28.9,18.5,18.9,27,6.7
29,OCEAN,5190,TOMS RIVER REGIONAL,30.0,TOMS RIVER HIGH SCHOOL EAST,DE,TOTAL,ALL STUDENTS,324,92,232,714,34.5,25.4,20.7,19.4,0,10 and Algebra II,321,97,224,736,23.7,15.6,19.6,31.3,9.8
29,OCEAN,5190,TOMS RIVER REGIONAL,40.0,TOMS RIVER HIGH SCHOOL NORTH,DE,TOTAL,ALL STUDENTS,547,60,487,723,27.7,24.8,22.8,24.2,.4,10 and Algebra II,597,91,506,755,9.1,10.9,22.5,40.7,16.8
29,OCEAN,5190,TOMS RIVER REGIONAL,50.0,TOMS RIVER HIGH SCHOOL SOUTH,DE,TOTAL,ALL STUDENTS,281,151,130,702,50.8,21.5,23.1,4.6,0,10 and Algebra II,324,201,123,730,28.5,13.8,21.1,32.5,4.1
29,OCEAN,5190,TOMS RIVER REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,1152,303,849,717,33.1,24.5,22.3,19.9,.2,10 and Algebra II,1242,389,853,746,15.7,12.5,21.6,37,13.1
31,PASSAIC,0900,CLIFTON CITY,30.0,CLIFTON HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,518,214,304,711,33.2,32.9,25.3,8.6,0,10 and Algebra II,787,252,535,711,42.8,23.6,13.8,16.1,3.7
31,PASSAIC,0900,CLIFTON CITY,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,519,215,304,711,33.2,32.9,25.3,8.6,0,10 and Algebra II,787,252,535,711,42.8,23.6,13.8,16.1,3.7
31,PASSAIC,2100,HAWTHORNE BORO,50.0,HAWTHORNE HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,96,54,42,732,11.9,28.6,33.3,26.2,0,10 and Algebra II,160,57,103,740,19.4,16.5,24.3,26.2,13.6
31,PASSAIC,2100,HAWTHORNE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,96,54,42,732,11.9,28.6,33.3,26.2,0,10 and Algebra II,161,57,104,740,20.2,16.3,24,26,13.5
31,PASSAIC,2510,LAKELAND REGIONAL,50.0,LAKELAND REGIONAL HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,206,12,194,718,30.9,27.3,24.2,17,.5,10 and Algebra II,*,*,237,737,18.6,19.8,21.5,32.9,7.2
31,PASSAIC,2510,LAKELAND REGIONAL,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,206,12,194,718,30.9,27.3,24.2,17,.5,10 and Algebra II,*,*,237,737,18.6,19.8,21.5,32.9,7.2
31,PASSAIC,3970,PASSAIC CITY,50.0,PASSAIC HIGH SCHOOL # 12,A,TOTAL,ALL STUDENTS,564,30,534,697,55.1,27.7,12.5,4.7,0,10 and Algebra II,739,47,692,702,50.9,22.5,16,9.7,.9
31,PASSAIC,3970,PASSAIC CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,569,35,534,697,55.1,27.7,12.5,4.7,0,10 and Algebra II,753,55,698,702,50.7,22.9,15.9,9.6,.9
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,10.0,PASSAIC COUNTY-MANCHESTER REGIONAL HIGH SCHOOL,B,TOTAL,ALL STUDENTS,*,*,173,698,54.3,31.8,9.2,4.6,0,10 and Algebra II,187,12,175,702,55.4,20,9.7,12.6,2.3
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,173,698,54.3,31.8,9.2,4.6,0,10 and Algebra II,187,12,175,702,55.4,20,9.7,12.6,2.3
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,50.0,PASSAIC VALLEY REGIONAL HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,266,18,248,703,48.4,24.2,21,6.5,0,10 and Algebra II,293,11,282,738,16.7,20.2,22.7,31.6,8.9
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,266,18,248,703,48.4,24.2,21,6.5,0,10 and Algebra II,293,11,282,738,16.7,20.2,22.7,31.6,8.9
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,50.0,PASSAIC COUNTY TECHNICAL INSTITUTE,V,TOTAL,ALL STUDENTS,766,73,693,723,24.8,29.3,22.8,22.4,.7,10 and Algebra II,831,48,783,731,23.1,21.2,24.1,25.7,5.9
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,766,73,693,723,24.8,29.3,22.8,22.4,.7,10 and Algebra II,831,48,783,731,23.1,21.2,24.1,25.7,5.9
31,PASSAIC,4010,PATERSON CITY,1.0,SCHOOL OF INFORMATION TECHNOLOGY,A,TOTAL,ALL STUDENTS,123,32,91,684,73.6,24.2,2.2,0,0,10 and Algebra II,163,19,144,700,53.5,21.5,14.6,10.4,0
31,PASSAIC,4010,PATERSON CITY,2.0,SCHOOL OF CULINARY ARTS HOSPITALITY AND TOURISM,A,TOTAL,ALL STUDENTS,128,12,116,689,69.8,25.9,4.3,0,0,10 and Algebra II,182,31,151,709,39.1,31.8,17.2,11.3,.7
31,PASSAIC,4010,PATERSON CITY,3.0,SCHOOL OF GOVERNMENT & PUBLIC ADMINISTRATION,A,TOTAL,ALL STUDENTS,123,21,102,681,74.5,21.6,3.9,0,0,10 and Algebra II,182,21,161,702,48.4,24.8,16.8,9.9,0
31,PASSAIC,4010,PATERSON CITY,5.0,SCHOOL OF EARTH AND SPACE SCIENCE,A,TOTAL,ALL STUDENTS,55,29,26,685,65.4,30.8,0,3.8,0,10 and Algebra II,*,*,39,694,69.2,12.8,12.8,5.1,0
31,PASSAIC,4010,PATERSON CITY,20.0,ROSA L. PARKS SCHOOL OF FINE AND PERFORMING ARTS,A,TOTAL,ALL STUDENTS,65,13,52,698,57.7,25,17.3,0,0,10 and Algebra II,75,29,46,728,21.7,26.1,17.4,30.4,4.3
31,PASSAIC,4010,PATERSON CITY,35.0,INTERNATIONAL HIGH SCHOOL,A,TOTAL,ALL STUDENTS,97,57,40,692,62.5,32.5,5,0,0,10 and Algebra II,146,75,71,711,45.1,16.9,22.5,15.5,0
31,PASSAIC,4010,PATERSON CITY,304.0,"SCHOOL OF SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",A,TOTAL,ALL STUDENTS,131,35,96,700,54.2,27.1,13.5,5.2,0,10 and Algebra II,159,35,124,695,54.8,27.4,14.5,3.2,0
31,PASSAIC,4010,PATERSON CITY,305.0,SCHOOL OF EDUCATION AND TRAINING,A,TOTAL,ALL STUDENTS,120,16,104,681,77.9,22.1,0,0,0,10 and Algebra II,119,25,94,698,53.2,23.4,16,7.4,0
31,PASSAIC,4010,PATERSON CITY,306.0,SCHOOL OF BUISINESS TECHNOLOGY,A,TOTAL,ALL STUDENTS,98,24,74,685,73,24.3,2.7,0,0,10 and Algebra II,140,37,103,690,68,13.6,11.7,6.8,0
31,PASSAIC,4010,PATERSON CITY,307.0,SCHOOL OF ARCHITECTURE AND CONSTRUCTION TRADES,A,TOTAL,ALL STUDENTS,86,28,58,689,74.1,19,5.2,1.7,0,10 and Algebra II,143,34,109,679,79.8,13.8,5.5,.9,0
31,PASSAIC,4010,PATERSON CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,1182,363,819,687,70.2,23.6,5.3,1,0,10 and Algebra II,1522,428,1094,699,54.3,21.8,14.6,8.8,.5
31,PASSAIC,4230,POMPTON LAKES BORO,50.0,POMPTON LAKES HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,156,17,139,721,27.3,24.5,25.2,23,0,10 and Algebra II,186,17,169,750,12.4,14.8,20.1,39.1,13.6
31,PASSAIC,4230,POMPTON LAKES BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,156,17,139,721,27.3,24.5,25.2,23,0,10 and Algebra II,186,17,169,750,12.4,14.8,20.1,39.1,13.6
31,PASSAIC,5570,WAYNE TWP,50.0,WAYNE VALLEY HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,324,103,221,719,39.8,19.5,14.9,22.6,3.2,10 and Algebra II,342,49,293,720,34.5,22.2,17.1,18.1,8.2
31,PASSAIC,5570,WAYNE TWP,55.0,WAYNE HILLS HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,320,85,235,723,34.9,21.7,12.8,28.1,2.6,10 and Algebra II,302,41,261,732,22.6,21.8,22.6,23.8,9.2
31,PASSAIC,5570,WAYNE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,647,188,459,721,37.3,20.7,13.7,25.5,2.8,10 and Algebra II,647,92,555,725,28.8,22,19.6,20.9,8.6
31,PASSAIC,5650,WEST MILFORD TWP,40.0,WEST MILFORD HIGH SCHOOL,FG,TOTAL,ALL STUDENTS,211,145,66,727,21.2,19.7,34.8,22.7,1.5,10 and Algebra II,273,162,111,713,43.2,18.9,13.5,20.7,3.6
31,PASSAIC,5650,WEST MILFORD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,211,145,66,727,21.2,19.7,34.8,22.7,1.5,10 and Algebra II,273,162,111,713,43.2,18.9,13.5,20.7,3.6
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,50.0,PENNS GROVE HIGH SCHOOL,A,TOTAL,ALL STUDENTS,75,13,62,706,35.5,43.5,17.7,3.2,0,10 and Algebra II,83,12,71,700,53.5,16.9,21.1,8.5,0
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,75,13,62,706,35.5,43.5,17.7,3.2,0,10 and Algebra II,83,12,71,700,53.5,16.9,21.1,8.5,0
33,SALEM,4075,PENNSVILLE,50.0,PENNSVILLE MEMORIAL HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,88,710,34.1,34.1,28.4,3.4,0,10 and Algebra II,*,*,104,728,22.1,22.1,29.8,23.1,2.9
33,SALEM,4075,PENNSVILLE,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,88,710,34.1,34.1,28.4,3.4,0,10 and Algebra II,*,*,104,728,22.1,22.1,29.8,23.1,2.9
33,SALEM,4150,PITTSGROVE TWP,40.0,ARTHUR P SCHALICK HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,54,705,38.9,42.6,16.7,1.9,0,10 and Algebra II,74,12,62,743,19.4,24.2,9.7,30.6,16.1
33,SALEM,4150,PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,54,705,38.9,42.6,16.7,1.9,0,10 and Algebra II,74,12,62,743,19.4,24.2,9.7,30.6,16.1
33,SALEM,4630,SALEM CITY,50.0,SALEM HIGH SCHOOL,A,TOTAL,ALL STUDENTS,74,11,63,701,50.8,27,15.9,6.3,0,10 and Algebra II,76,15,61,727,27.9,24.6,14.8,21.3,11.5
33,SALEM,4630,SALEM CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,74,11,63,701,50.8,27,15.9,6.3,0,10 and Algebra II,76,15,61,727,27.9,24.6,14.8,21.3,11.5
33,SALEM,4640,SALEM COUNTY VOCATIONAL,40.0,SALEM COUNTY CAREER AND TECHNICAL HIGH SCHOOL,V,TOTAL,ALL STUDENTS,*,*,75,715,30.7,33.3,18.7,17.3,0,10 and Algebra II,*,*,130,742,16.2,17.7,21.5,33.8,10.8
33,SALEM,4640,SALEM COUNTY VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,*,*,75,715,30.7,33.3,18.7,17.3,0,10 and Algebra II,*,*,130,742,16.2,17.7,21.5,33.8,10.8
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,182,12,170,723,25.9,27.1,22.4,24.1,.6,10 and Algebra II,178,29,149,746,12.8,16.8,20.1,34.2,16.1
35,SOMERSET,0350,BERNARDS TWP,50.0,RIDGE HIGH SCHOOL,J,TOTAL,ALL STUDENTS,303,135,168,770,3.6,5.4,22,54.2,14.9,10 and Algebra II,312,105,207,786,2.4,5.3,13.5,35.3,43.5
35,SOMERSET,0350,BERNARDS TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,303,135,168,770,3.6,5.4,22,54.2,14.9,10 and Algebra II,312,105,207,786,2.4,5.3,13.5,35.3,43.5
35,SOMERSET,0490,BOUND BROOK BORO,20.0,BOUND BROOK HIGH SCHOOL,B,TOTAL,ALL STUDENTS,*,*,98,703,40.8,37.8,16.3,5.1,0,10 and Algebra II,*,*,141,703,49.6,21.3,16.3,11.3,1.4
35,SOMERSET,0490,BOUND BROOK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,98,703,40.8,37.8,16.3,5.1,0,10 and Algebra II,*,*,141,703,49.6,21.3,16.3,11.3,1.4
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,670,70,600,742,10.5,17,30.3,40.7,1.5,10 and Algebra II,712,82,630,754,13.5,11.4,22.2,31.4,21.4
35,SOMERSET,1610,FRANKLIN TWP,50.0,FRANKLIN HIGH SCHOOL,GH,TOTAL,ALL STUDENTS,487,79,408,722,29.4,27.2,21.3,21.1,1,10 and Algebra II,476,46,430,736,22.1,19.3,20,28.1,10.5
35,SOMERSET,1610,FRANKLIN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,487,79,408,722,29.4,27.2,21.3,21.1,1,10 and Algebra II,485,49,436,736,22.9,19,19.7,28,10.3
35,SOMERSET,2170,HILLSBOROUGH TWP,30.0,HILLSBOROUGH HIGH SCHOOL,I,TOTAL,ALL STUDENTS,517,177,340,738,20.3,19.4,17.9,38.8,3.5,10 and Algebra II,533,158,375,741,21.9,19.5,13.9,26.9,17.9
35,SOMERSET,2170,HILLSBOROUGH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,519,177,342,738,20.5,19.6,17.8,38.6,3.5,10 and Algebra II,533,158,375,741,21.9,19.5,13.9,26.9,17.9
35,SOMERSET,3000,MANVILLE BORO,50.0,MANVILLE HIGH SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,92,713,41.3,21.7,18.5,18.5,0,10 and Algebra II,*,*,99,738,20.2,25.3,19.2,17.2,18.2
35,SOMERSET,3000,MANVILLE BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,92,713,41.3,21.7,18.5,18.5,0,10 and Algebra II,*,*,99,738,20.2,25.3,19.2,17.2,18.2
35,SOMERSET,3320,MONTGOMERY TWP,30.0,MONTGOMERY HIGH SCHOOL,J,TOTAL,ALL STUDENTS,403,12,391,762,2.6,11.8,21,57.3,7.4,10 and Algebra II,422,18,404,764,6.4,11.4,20,36.9,25.2
35,SOMERSET,3320,MONTGOMERY TWP,70.0,MONTGOMERY UPPER MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,*,*,16,814,0,0,0,25,75,10 and Algebra II,,,,,,,,,
35,SOMERSET,3320,MONTGOMERY TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,419,12,407,764,2.5,11.3,20.1,56,10.1,10 and Algebra II,424,20,404,764,6.4,11.4,20,36.9,25.2
35,SOMERSET,3670,NORTH PLAINFIELD BORO,50.0,NORTH PLAINFIELD HIGH SCHOOL,DE,TOTAL,ALL STUDENTS,186,43,143,716,28,30.1,27.3,14.7,0,10 and Algebra II,230,38,192,718,38,20.8,15.6,20.3,5.2
35,SOMERSET,3670,NORTH PLAINFIELD BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,186,43,143,716,28,30.1,27.3,14.7,0,10 and Algebra II,230,38,192,718,38,20.8,15.6,20.3,5.2
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,70.0,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,V,TOTAL,ALL STUDENTS,102,19,83,720,44.6,15.7,6,31.3,2.4,10 and Algebra II,*,*,61,747,26.2,16.4,11.5,16.4,29.5
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,,DISTRICT WIDE,V,TOTAL,ALL STUDENTS,102,19,83,720,44.6,15.7,6,31.3,2.4,10 and Algebra II,*,*,61,747,26.2,16.4,11.5,16.4,29.5
